8,1162,9
8,1017,130
8,973,244
8,923,242
8,847,230
8,703,316
8,574,480
8,492,283
8,337,219
8,242,231
8,157,286
8,108,371
8,131,445
8,104,511
8,157,647
8,189,678
8,119,727
8,107,799
8,207,883
8,200,955
8,111,1027
8,77,1091
8,28,1323
8,78,1076
8,107,1029
8,190,966
8,209,917
8,236,886
8,373,826
8,522,814
8,389,1212
8,292,1298
8,307,1318
8,443,1237
8,606,1049
8,756,913
8,806,855
8,825,790
8,895,697
8,991,714
8,1263,922
8,1339,946
8,1531,984
8,1598,974
8,1850,879
8,2151,965
8,2084,886
8,2043,782
8,2043,736
8,1970,580
8,2025,365
8,1249,599
8,564,689
8,636,632
8,678,568
8,928,462
8,1067,473
8,1111,438
8,1251,593
8,2026,367
9,587,688
9,635,637
9,593,562
9,608,451
9,705,320
9,855,236
9,959,248
9,1078,470
9,1114,430
9,1250,586
9,2025,360
9,1970,565
9,2043,737
9,2092,898
9,2140,968
9,1854,881
9,1549,980
9,1419,956
9,1262,918
9,892,634
9,571,685
9,637,638
9,683,567
9,919,462
9,1075,469
9,1116,433
9,1104,335
9,1159,161
9,1347,33
9,1415,20
9,1568,42
9,1655,4
9,2027,367
9,1969,574
9,2036,729
9,2090,889
9,2143,965
9,1854,885
9,1561,977
9,1257,915
9,903,638
9,1257,595
9,2023,372
9,1654,1
9,1577,33
9,1411,21
9,1332,40
9,1200,117
9,1159,160
9,1104,329
9,1111,440
9,1068,480
9,993,453
9,915,458
9,685,557
9,638,630
9,577,687
9,520,816
9,374,825
9,202,907
9,199,872
9,176,854
9,212,753
9,409,663
9,470,657
9,569,689
9,895,632
9,1253,597
9,2027,364
9,2208,214
9,2298,7
10,1654,2
10,1658,24
10,1794,16
10,1689,22
10,2023,363
10,1967,568
10,2038,747
10,2088,894
10,2150,963
10,2186,986
10,2212,1041
10,2335,941
10,2374,877
10,2385,763
10,2402,709
10,2530,506
10,2551,462
10,2523,353
10,2510,202
10,2538,84
10,2508,214
10,2519,348
10,2552,461
10,2507,536
10,2399,710
10,2382,773
10,2377,873
10,2328,945
10,2322,832
10,2404,505
10,2399,384
10,2364,329
10,2364,52
10,2361,4
10,2298,5
10,2250,132
10,2201,217
10,2026,366
10,1788,133
10,1769,99
10,1678,7
10,1637,2
10,1604,32
10,1543,41
10,1411,25
10,1339,40
10,1191,131
10,1151,170
10,1106,332
10,1111,440
10,1067,471
10,958,246
10,1010,136
10,1047,98
10,1167,2
10,1041,99
10,1015,133
10,982,234
10,955,253
10,884,231
10,834,236
10,709,321
10,617,425
10,578,480
10,554,464
10,509,314
10,491,276
10,452,252
10,324,214
10,241,235
10,152,284
10,110,367
10,130,435
10,107,510
10,159,655
10,187,671
10,190,699
10,117,724
10,107,801
10,199,880
10,199,946
10,118,1022
10,78,1078
10,32,1322
10,81,1073
10,112,1023
10,189,968
10,203,935
10,229,999
10,164,1214
10,189,1287
10,284,1299
10,311,1317
10,377,1287
10,454,1299
10,604,1049
10,754,920
10,807,849
10,798,916
10,734,1089
10,645,1161
10,586,1259
10,502,1320
10,528,1290
10,578,1265
10,646,1164
10,765,1071
10,949,1128
10,1083,1124
10,1213,1147
10,1409,1116
10,1595,1127
